id,id_usuario,id_universidad,id_grado_academico,titulo_profesional,especialidad,fecha_emision,resolucion,fecha_resolucion,flag_resolucion_nulidad,nro_resolucion_nulidad,fecha_resolucion_nulidad,id_tipo_obtencion
1218,321,13,4,DOCTOR EN ADMINISTRACION,-,2009-10-14,6259-2009-R-UAP,,,,,2
1219,322,1,3,Magíster Scientiae en Desarrollo Rural con Mención en Gestión y Desarrollo del Turismo Rural,-,2019-01-25,0167-2019-R-UNA,,,,,2
1220,322,1,2,LICENCIADO EN TURISMO,-,1992-09-04,995-92-R-UNA,,,,,2
1221,322,1,1,BACHILLER EN TURISMO,-,1992-04-21,388-92-R-UNA,,,,,2
1222,322,1,4,Doctor en Administración,-,2025-01-31,0163-2025-R-UNA,,,,,2
1223,323,1,3,MAGISTER SCIENTIAE EN ECONOMIA,MENCION EN PROYECTOS DE INVERSION,2010-02-19,0287-2010-R-UNA,,,,,2
1224,323,19,5,SEGUNDA ESPECIALIDAD PROFESIONAL,HOTELERIA Y GASTRONOMIA,2010-12-03,247-10-CU-R-UANCV,,,,,2
1225,323,1,4,DOCTORIS SCIENTIAE,"EN: CIENCIA, TECNOLOGIA Y MEDIO AMBIENTE",2014-11-03,3735-2014-R-UNA,,,,,2
1226,323,1,1,BACHILLER EN TURISMO,-,1996-08-16,1100-96-R-UNA,,,,,2
1227,323,1,2,LICENCIADO EN TURISMO,-,1998-07-10,1286-98-R-UNA,,,,,2
1228,324,10,1,BACHILLER EN EDUCACIÓN,-,1994-04-15,-,,,,,2
1229,324,10,2,"LICENCIADO EN EDUCACIÓN, ESPECIALIDAD: LENGUA, LITERATURA Y FILOSOFÍA",-,2000-01-21,-,,,,,2
1230,324,1,2,LICENCIADO EN TURISMO,-,1997-05-30,0604-97-R-UNA,,,,,2
1231,324,1,1,BACHILLER EN TURISMO,-,1995-10-27,1568-95-R-UNA,,,,,2
1232,325,1,1,BACHILLER EN TURISMO,-,1994-07-22,1001-94-R-UNA,,,,,2
1233,325,1,2,LICENCIADO EN TURISMO,-,1995-03-03,281-95-R-UNA,,,,,2
1234,325,1,4,DOCTORIS SCIENTIAE EN: ECONOMIA Y GESTION,-,2015-11-29,3474-2015-R-UNA,,,,,2
1235,325,1,3,MAGISTER SCIENTIAE EN GESTION EMPRESARIAL,-,2001-02-01,1934-2001-R-UNA,,,,,2
1236,325,1,3,MAGISTER SCIENTAE EN GESTION EMPRESARIAL,-,2001-12-14,1934-2001-R-UNA,,,,,2
1237,326,1,1,BACHILLER EN TURISMO,-,1994-12-16,1868-94-R-UNA,,,,,2
1238,326,1,2,LICENCIADO EN TURISMO,-,1996-05-31,664-96-R-UNA,,,,,2
1239,326,1,3,Magíster Scientiae en Gestión Empresarial,-,2018-12-19,3306-2018-R-UNA,,,,,2
1240,328,15,2,GUIA Y PROMOTOR DE TURISMO,-,1983-09-13,R-308-83,,,,,2
1241,328,15,2,GUIA Y PROMOTOR,-,1983-11-10,R-308-83,,,,,2
1242,328,19,5,SEGUNDA ESPECIALIDAD PROFESIONAL,HOTELERIA Y GASTRONOMIA,2010-12-17,262-10-CU-R-UANCV,,,,,2
1243,328,57,1,BACHILLER EN CIENCIAS DE LA EDUCACION,HISTORIA,2011-10-18,2594-2011-R-UNE,,,,,2
1244,328,51,3,MAGISTER EN ADMINISTRACION DE LA EDUCACION,-,2014-09-23,1002-2014-UCV,,,,,2
1245,328,15,2,TITULO DE GUIA Y PROMOTOR,-,1983-11-10,R-308-83,,,,,2
1246,327,1,2,LICENCIADO EN TURISMO,-,1992-01-31,98-92-R-UNA,,,,,2
1247,327,1,1,BACHILLER EN TURISMO,-,1991-08-02,830-91-R-UNA,,,,,2
1248,327,2,3,MAGISTER SCIENTAE,ECOTURISMO,2009-12-29,1351-UNALM/2009,,,,,2
1249,329,1,1,BACHILLER EN TURISMO,-,1996-09-27,1404-96-R-UNA,,,,,2
1250,329,19,5,SEGUNDA ESPECIALIDAD PROFESIONAL,HOTELERIA Y GASTRONOMIA,2010-12-03,247-10-CU-R-UANCV,,,,,2
1251,329,23,3,MAESTRA EN MARKETING TURÍSTICO Y HOTELERO,-,2018-05-11,368-2018-CU-R-USMP,,,,,2
1252,329,1,4,Doctoris Scientiae en Administración,-,2019-08-20,2229-2019-R-UNA,,,,,2
1254,330,1,4,DOCTORIS SCIENTIAE EN ECONOMIA Y GESTION,-,2011-08-12,1601-2011-R-UNA,,,,,2
1255,330,1,3,MAGISTER SCIENTIAE EN ECONOMIA,MENCION PROYECTOS DE INVERSION,2006-07-07,1390-2006-R-UNA,,,,,2
1256,330,1,1,BACHILLER EN TURISMO,-,2000-12-22,1957-2000-R-UN,,,,,2
1257,330,1,1,BACHILLER EN TURISMO,-,2000-12-22,1957-2000-R-UNA,,,,,2
1258,330,1,2,LICENCIADO EN TURISMO,-,2001-10-26,1616-2001-R-UNA,,,,,2
1259,331,23,1,BACHILLER EN TURISMO Y HOTELERÍA,-,1989-03-14,067-1989-R-SMP,,,,,2
1260,331,23,2,LICENCIADO EN TURISMO Y HOTELERÍA,-,1990-01-24,059-1990-R-SMP,,,,,2
1261,332,15,1,BACHILLER EN TURISMO,-,1989-07-27,R-784-89,,,,,2
1262,332,15,2,LICENCIADO EN TURISMO,-,1990-06-18,R-841-90,,,,,2
1263,332,1,5,Título de Segunda Especialización Profesional en: Didáctica Universitaria,-,2016-09-08,3241-2016-R-UNA,,,,,2
1264,332,1,3,MAGISTER SCIENTIAE EN: GESTION EMPRESARIAL,-,2014-12-31,4334-2014-R-UNA,,,,,2
1265,332,15,2,TITULO DE LIC. EN TURISMO,-,1990-06-18,R-841-90,,,,,2
1266,333,85,1,BACHILLER EN CIENCIAS,INGENIERIA DE MINAS,1984-08-10,-,,,,,2
1267,333,85,2,INGENIERO DE MINAS,-,1984-10-12,-,,,,,2
1268,333,1,4,"DOCTORIS SCIENTIAE EN CIENCIA, TECNOLOGIA Y MEDIO AMBIENTE",-,2011-03-18,0502-2011-R-UNA,,,,,2
1269,333,3,3,MAESTRO EN CIENCIAS,INGENIERIA DE MINAS,1992-02-25,130-1992,,,,,2
1270,334,13,3,MAESTRO EN CIENCIAS,INGENIERIA DE MINAS,2010-07-09,7202-2010-R-UAP,,,,,2
1271,334,3,1,BACHILLER EN CIENCIAS,INGENIERIA DE MINAS,,-,,,,,2
1272,334,3,2,INGENIERO DE MINAS,-,,-,,,,,2
1273,336,1,3,MAGISTER SCIENTIAE EN INFORMATICA,-,2008-05-23,1227-2008-R-UNA,,,,,2
1274,336,86,1,BACHILLER EN CIENCIAS DE LA INGENIERIA DE MINAS,-,1981-10-23,1073-81,,,,,2
1275,336,86,2,INGENIERO DE MINAS,-,1991-01-04,0004-91,,,,,2
1276,335,49,1,BACHILLER EN CIENCIAS,MINERIA,1987-03-30,782-87-UNJBG,,,,,2
1277,335,49,2,INGENIERO DE MINAS,-,1991-02-22,2490-91-UNJBG,,,,,2
1278,335,1,4,"DOCTORIS SCIENTIAE EN: CIENCIA, TECNOLOGIA Y MEDIO AMBIENTE",-,2017-01-23,0144-2017-R-UNA,,,,,2
1279,335,3,3,MAESTRO EN CIENCIAS,CON MENCION EN INGENIERIA DE MINAS,2000-03-10,212-2000,,,,,2
1280,335,49,1,BACHILLER EN CIENCIAS CON MENCION EN MINERIA,-,1987-03-30,782-87-UNJBG,,,,,2
1281,337,1,2,INGENIERO DE MINAS,-,1995-09-29,1387-95-R-UNA,,,,,2
1282,337,1,1,BACHILLER EN CIENCIAS DE LA INGENIERIA DE MINAS,-,1990-11-30,1376-90-R-UNA,,,,,2
1283,337,87,3,MASTER EN GESTION Y AUDITORIAS AMBIENTALES,-,2009-10-30,CS 1763/09,,,,,2
1284,337,1,4,"Doctoris Scientiae en Ciencia, Tecnología y Medio Ambiente",-,2020-03-02,0290-2020-R-UNA,,,,,2
1285,338,13,3,MAESTRO EN CONTABILIDAD Y ADMINISTRACION,GESTION GUBERNAMENTAL Y DESARROLLO EMPRESARIAL,2010-07-09,7206-2010-R-UAP,,,,,2
1286,338,13,4,DOCTOR EN ADMINISTRACION,-,2012-05-31,9537-2012-R-UAP,,,,,2
1287,338,1,1,BACHILLER EN INGENIERIA DE MINAS,-,1984-02-03,-,,,,,2
1288,338,1,2,INGENIERO DE MINAS,-,1988-12-30,-,,,,,2
1289,339,1,2,Ingeniero de Minas,-,1985-12-20,1761-85-R-UNA,,,,,2
1290,339,1,1,Bachiller en Ingeniería de Minas,-,1982-01-28,-,,,,,2
1291,339,1,3,"Magíster Scientiae en Economía, Mención: Proyectos de Inversión",-,2023-09-14,2401-2023-R-UNA,,,,,2
1292,340,1,2,INGENIERO DE MINAS,-,1995-01-20,81-95-R-UNA,,,,,2
1293,340,1,3,MAGISTER SCIENTIAE EN: INFORMATICA,-,2014-12-31,4334-2014-R-UNA,,,,,2
1294,340,1,4,"Doctoris Scientiae en: Ciencia, Tecnología y Medio Ambiente",-,2017-04-26,1266-2017-R-UNA,,,,,2
1295,340,1,1,BACHILLER EN CIENCIAS DE LA INGENIERIA DE MINAS,-,1991-02-01,136-91-R-UNA,,,,,2
1296,341,6,1,BACHILLER EN INGENIERIA CIVIL,-,2010-05-28,244-2010-CU-UJCM,,,,,2
1297,341,1,2,INGENIERO DE MINAS,-,1995-01-20,81-95-R-UNA,,,,,2
1298,341,13,2,INGENIERO CIVIL,-,2012-03-23,9282-2012-R-UAP,,,,,2
1299,341,1,1,BACHILLER EN CIENCIAS DE LA INGENIERÍA MINERA,-,1985-09-12,1068-85-R-UNA,,,,,2
1300,342,1,3,MAGÍSTER SCIENTIAE EN TECNOLOGÍAS DE PROTECCIÓN AMBIENTAL,-,2020-03-12,0361-2020-R-UNA,,,,,2
1301,342,1,2,INGENIERO DE MINAS,-,1999-01-08,0007-99-R-UNA,,,,,2
1302,342,1,1,BACHILLER EN CIENCIAS DE LA INGENIERIA DE MINAS,-,1990-07-20,861-90-R-UNA,,,,,2
1303,342,1,4,"Doctoris Scientiae en Ciencia, Tecnología y Medio Ambiente",-,2023-09-14,2399-2023-R-UNA,,,,,2
1304,343,1,3,MAGISTER SCIENTIAE EN ECONOMIA,CON MENCION EN PROYECTOS DE INVERSION,2012-12-27,3106-2012-R-UNA,,,,,2
1305,343,1,4,"DOCTORIS SCIENTIAE EN: CIENCIA, TECNOLOGIA Y MEDIO AMBIENTE",-,2015-08-11,2357-2015-R-UNA,,,,,2
1306,343,1,2,INGENIERO DE MINAS,-,1987-07-24,888-87-R-UNA,,,,,2
1307,343,1,1,BACHILLER EN INGENIERÍA DE MINAS,-,1983-04-08,SR,,,,,2
1308,344,1,2,INGENIERO DE MINAS,-,1992-02-07,187-92-R-UNA,,,,,2
1309,344,13,3,MAESTRO EN EXTRACCION DE METALES ESTRATEGICOS,-,2011-08-31,8609-2011-R-UAP,,,,,2
1310,344,1,1,BACHILLER EN CIENCIAS DE LA INGENIERIA DE MINAS,-,1986-10-10,1086-86-R-UNA,,,,,2
1311,346,1,2,INGENIERO DE MINAS,-,2004-10-29,164-2004-P-CTG-UNA,,,,,2
1312,346,1,3,Magíster Scientiae en: Relaciones Comunitarias y Resolución de Conflictos Sociales,-,2017-02-10,0440-2017-R-UNA,,,,,2
1313,346,1,1,BACHILLER EN CIENCIAS DE LA INGENIERIA DE MINAS,-,1991-11-29,1375-91-R-UNA,,,,,2
1314,346,1,4,"Doctoris Scientiae en Ciencia, Tecnología y Medio Ambiente",-,2022-05-17,0917-2022-R-UNA,,,,,2
1315,345,1,3,MAGISTER SCIENTIAE EN GESTION DE RECURSOS NATURALES Y MEDIO AMBIENTE,-,2008-01-25,0090-2008-R-UNA,,,,,2
1316,345,1,4,"Doctoris Scientiae en Ciencia, Tecnología y Medio Ambiente",-,2023-06-08,1341-2023-R-UNA,,,,,2
1317,345,1,1,BACHILLER EN INGENIERIA DE MINAS,-,1982-12-10,-,,,,,2
1318,345,1,2,INGENIERO DE MINAS,-,1993-07-02,844-93-R-UNA,,,,,2
1319,347,1,2,INGENIERO DE MINAS,-,2007-08-10,1581-2007-R-UNA,,,,,2
1320,347,6,1,BACHILLER EN INGENIERIA CIVIL,-,2009-12-10,1150-2009-CU-UJCM,,,,,2
1321,347,1,1,BACHILLER EN CIENCIAS DE LA INGENIERIA DE MINAS,-,1997-08-29,1135-97-R-UNA,,,,,2
2281,574,10,2,ARQUITECTO,-,1995-02-16,239-94-FAU,,,,,2
1322,347,88,3,TÍTULO DE MAESTRÍA EN TECNOLOGÍA EDUCATIVA Y COMPETENCIAS DIGITALES (GRADO DE MAESTRO),-,2022-07-18,RESOLUCIÓN N° 005697-2023-SUNEDU-02-15-02,,,,,2
1323,349,1,2,INGENIERO DE MINAS,-,1998-01-02,0003-98-R-UNA,,,,,2
1324,349,1,1,Bachiller en Ciencias de la Ingeniería de Minas,-,1989-12-18,1131-89-R-UNA,,,,,2
1325,349,1,3,Magíster Scientiae en Relaciones Comunitarias y Resolución de Conflictos Sociales,-,2022-09-22,2065-2022-R-UNA,,,,,2
1326,349,6,1,BACHILLER EN INGENIERIA CIVIL,-,2009-04-07,426-2009-CU-UJCM,,,,,2
1327,349,6,2,INGENIERO CIVIL,-,2009-08-05,746-2009-CU-UJCM,,,,,2
1328,349,1,4,"Doctoris Scientiae en Ciencia, Tecnología y Medio Ambiente",-,2024-07-25,2001-2024-R-UNA,,,,,2
1329,348,6,1,BACHILLER EN INGENIERIA CIVIL,-,2009-01-13,041-2009-CU-UJCM,,,,,2
1330,348,13,2,INGENIERO CIVIL,-,2010-03-16,6765-2010-R-UAP,,,,,2
1331,348,1,1,BACHILLER EN CIENCIAS DE LA INGENIERIA DE MINAS,-,1989-07-27,631-89-R-UNA,,,,,2
1332,348,1,3,MAGISTER SCIENTIAE EN INGENIERIA AMBIENTAL,-,2011-03-18,0505-2011--R-UNA,,,,,2
1333,348,1,2,INGENIERO DE MINAS,-,1994-12-16,1869-94-R-UNA,,,,,2
1334,348,1,4,"DOCTORIS SCIENTIAE EN: CIENCIA, TECNOLOGÍA Y MEDIO AMBIENTE",-,2016-01-11,0036-2016-R-UNA,,,,,2
1335,350,1,3,MAGISTER SCIENTIAE EN DESARROLLO RURAL,-,2010-04-05,0656-2010-R-UNA,,,,,2
1336,350,89,1,BACHILLER EN INGENIERIA PESQUERA,-,1978-11-16,0704-78-UH,,,,,2
1337,350,89,2,INGENIERO PESQUERO,-,1981-02-03,3171-81-UH,,,,,2
1338,350,19,4,DOCTOR EN INGENIERÍA AMBIENTAL,-,2022-12-28,0987-2022-UANCV-CU-R,,,,,2
1339,351,90,2,LICENCIADO EN PERIODISMO,-,2008-09-04,254-08-EP/JBM-DG,,,,,2
1340,351,90,1,BACHILLER EN PERIODISMO,-,2007-03-06,059-07-EP/JBM-DG,,,,,2
1341,351,91,3,"GRADO CIENTÍFICO DE ""MASTER OF SCIENCE"" EN BIOLOGÍA ",-,1979-06-30,RESOLUCIÓN DE RECONOCIMIENTO Nº 4474-2017-SUNEDU-02-15-02,,,,,2
1342,351,92,4,GRADO DE DOCTOR EN FILOSOFIA (PH.D) EN BIOLOGIA,-,1991-02-13,871-91-ANR,,,,,2
1343,352,93,4,DOCTOR EN MEDIO AMBIENTE Y DESARROLLO SOSTENIBLE,-,2019-08-08,CU-1570-2019-GT/SG-UAC,,,,,2
1344,352,48,4,DOCTOR EN CIENCIAS AMBIENTALES,-,2018-05-09,6691-CU-2018,,,,,2
1345,352,1,3,Magister en Desarrollo Rural,-,1993-12-10,1562-93-R-UNA,,,,,2
1346,352,89,1,BACHILLER EN INGENIERIA PESQUERA,-,1978-04-18,0281-78-UH,,,,,2
1347,352,89,2,INGENIERO PESQUERO,-,1980-05-29,2691-80-UH,,,,,2
1348,354,1,3,MAGISTER SCIENTIAE EN REPRODUCCION ANIMAL,-,2010-12-03,2585-2010-R-UNA,,,,,2
1349,354,10,1,BACHILLER EN CIENCIAS BIOLOGICAS,-,1979-09-27,DECRETO 005-79,,,,,2
1350,354,10,2,BIOLOGO,-,1980-03-26,DECRETO-027-80,,,,,2
1351,353,18,4,DOCTOR EN ADMINISTRACION,-,2010-03-31,10732,,,,,2
1352,353,10,2,BIOLOGO,-,1983-01-21,DECRETO-017-83,,,,,2
1353,353,10,1,BACHILLER EN CIENCIAS BIOLOGICAS,-,1982-01-05,DECRETO 001-82,,,,,2
1354,353,94,3,"SOLO PARA EL EJERCICIO DE LA DOCENCIA ORDINARIA EN LAS UNIVERSIDADES DEL PAÍS, EL GRADO DE MASTER EN CIENCIAS EN ECOLOGÍA ACUÁTICA ",-,1989-08-18,1183-96-ANR,,,,,2
1355,356,1,2,LICENCIADO EN BIOLOGIA,-,1983-08-19,-,,,,,2
1356,356,1,1,BACHILLER EN BIOLOGIA,-,1982-01-29,-,,,,,2
1357,356,1,4,"Doctoris Scientiae en Ciencia, Tecnología y Medio Ambiente",-,2018-05-08,1085-2018-R-UNA,,,,,2
1358,356,38,3,DIPLOMA ACADÉMICO DE MAGÍSTER EN MEDIO AMBIENTE Y DESARROLLO SOSTENIBLE,-,1998-10-21,180-2004-ANR,,,,,2
1359,355,13,4,DOCTOR EN CIENCIAS DE LA SALUD,-,2011-04-29,8240-2011-R-UAP,,,,,2
1360,355,13,3,MAESTRO EN SALUD PUBLICA,-,2010-03-16,6789-2010-R-UAP,,,,,2
1361,355,1,2,LICENCIADO EN BIOLOGIA,-,1983-08-05,-,,,,,2
1362,355,1,1,BACHILLER EN BIOLOGIA,-,1983-01-28,-,,,,,2
1363,357,2,3,MAGISTER SCIENTIAE,ESPECIALIDAD: TECNOLOGIA DE ALIMENTOS,2005-08-15,514-UNALM,,,,,2
1364,357,2,3,MAGISTER OF SCIENCE,TECNOLOGIA DE ALIMENTOS,2005-08-15,514-UNALM,,,,,2
1365,357,2,2,MG.SC.ESP. TECNOLOGIA DE ALIMENTOS,-,2005-08-15,514/UNALM,,,,,2
1366,357,2,1,BACHILLER EN CIENCIAS PESQUERIA PISCICULTURA,-,1981-12-15,39744/UNALM,,,,,2
1367,357,2,2,INGENIERO PESQUERO,-,1983-09-20,42726/UNALM,,,,,2
1368,357,1,4,"Doctoris Scientiae en Ciencia, Tecnología y Medio Ambiente",-,2022-10-13,2234-2022-R-UNA,,,,,2
1369,358,10,4,DOCTOR EN CIENCIAS BIOMEDICAS,-,2007-03-30,RCU 075-2007,,,,,2
1370,358,10,3,MAESTRO EN CIENCIAS: BIOMEDICAS BASICAS,CON MENCION EN MICROBIOLOGIA,2000-04-14,-,,,,,2
1371,358,10,1,BACHILLER EN CIENCIAS BIOLOGICAS,-,1985-11-28,-,,,,,2
1372,358,10,2,BIOLOGO,-,1987-03-31,-,,,,,2
1373,358,10,3,MAESTRO EN CIENCIAS,BIOMEDICAS BASICAS,2000-04-14,-,,,,,2
1374,360,2,3,MAGISTER SCIENTAE. ESPECIALIDAD: ENTOMOLOGIA,-,2002-01-31,046/UNALM,,,,,2
1375,360,2,3,MAGISTER SCIENTIAE,ENTOMOLOGIA,2002-01-31,046-UNALM,,,,,2
1376,360,10,4,DOCTOR EN CIENCIAS Y TECNOLOGIAS MEDIO AMBIENTALES,-,2013-01-18,RCU 017-2013,,,,,2
1377,360,1,1,BACHILLER EN CIENCIAS BIOLOGICAS,-,1989-06-02,-,,,,,2
1378,360,1,2,LICENCIADO EN BIOLOGIA,-,1989-10-06,948-89-R-UNA,,,,,2
1379,361,1,3,Grado de Magíster Scientiae en: Agroecología,-,2008-01-25,0095-2008-R-UNA,,,,,2
1380,361,1,4,"DOCTORIS SCIENTIAE EN: CIENCIA, TECNOLOGIA Y MEDIO AMBIENTE",-,2017-01-23,0144-2017-R-UNA,,,,,2
1381,361,1,1,BACHILLER EN CIENCIAS BIOLOGICAS,-,1985-12-20,1762-85-R-UNA,,,,,2
1382,361,1,2,LICENCIADO EN BIOLOGIA,-,1991-06-14,0644-91-R-UNA,,,,,2
1383,359,10,4,DOCTOR EN CIENCIAS: BIOMEDICAS,-,2008-04-04,RCU 086-2008,,,,,2
1384,359,1,1,BACHILLER EN BIOLOGIA,-,1983-08-05,-,,,,,2
1385,359,1,2,LICENCIADO EN BIOLOGIA,-,1984-01-13,-,,,,,2
1386,359,10,3,MAESTRO EN BIOQUIMICA Y BIOLOGIA MOLECULAR,-,2001-12-13,-,,,,,2
1387,362,1,2,SCIENTIAE EN ECOLOGIA,ECOLOGIA Y EDUCACION AMBIENTAL,2007-05-04,0750-2007-R-UNA,,,,,2
1388,362,1,1,BACHILLER EN CIENCIAS BIOLOGICAS,-,1984-01-06,-,,,,,2
1389,362,1,2,LICENCIADO EN BIOLOGIA,-,1984-10-26,1448-84-R-UNA,,,,,2
2282,574,10,1,BACHILLER EN ARQUITECTURA,-,1992-09-04,-,,,,,2
1390,362,1,3,MAGISTER SCIENTIAE EN ECOLOGIA,ESPECIALIDAD: ECOLOGIA Y EDUCACION AMBIENTAL,2007-05-04,0750-2007-R-UNA,,,,,2
1391,362,1,4,"Doctor en Ciencia, Tecnología y Medio Ambiente",-,2021-03-08,0426-2021-R-UNA,,,,,2
1392,364,1,2,LICENCIADA EN EDUCACION INICIAL,-,2011-08-12,1605-2011-R-UNA,,,,,2
1393,364,10,3,MAESTRO EN CIENCIAS,BIOTECNOLOGIA VEGETAL,2008-04-11,RCU 106 - 2008,,,,,2
1394,364,1,1,BACHILLER EN CIENCIAS BIOLOGICAS,-,1983-10-21,-,,,,,2
1395,364,1,2,LICENCIADO EN BIOLOGIA,-,1985-09-12,1042-85-R-UNA,,,,,2
1396,364,10,4,DOCTOR EN CIENCIAS Y TECNOLOGIAS MEDIOAMBIENTALES,-,2015-09-04,R.C.U. 359-2015,,,,,2
1397,363,1,4,"Doctoris Scientiae en Ciencia, Tecnología y Medio Ambiente",-,2018-05-08,1085-2018-R-UNA,,,,,2
1398,363,1,3,MAGISTER SCIENTIAE EN GESTION DE RECURSOS NATURALES Y MEDIO AMBIENTE,-,2008-05-23,1228-2008-R-UNA,,,,,2
1399,363,15,2,TITULO DE BIOLOGO,-,1975-03-27,R-335-75,,,,,2
1400,363,15,2,BIOLOGO,-,1975-03-27,R-335-75,,,,,2
1401,365,1,1,BACHILLER EN CIENCIAS BIOLOGICAS,-,1984-01-13,-,,,,,2
1402,365,1,2,LICENCIADA EN BIOLOGIA,-,1985-05-31,623-85-R-UNA,,,,,2
1403,365,13,3,MAESTRO EN AGRICULTURA ANDINA (AREA PLANIFICACION),-,2010-03-16,6775-2010-R-UAP,,,,,2
1404,365,1,4,"Doctor en Ciencia, Tecnología y Medio Ambiente",-,2022-07-27,1559-2022-R-UNA,,,,,2
1405,367,10,1,BACHILLER EN CIENCIAS BIOLOGICAS,-,1978-12-15,DECRETO 014-78,,,,,2
1406,367,10,2,BIOLOGO,-,1979-12-14,DECRETO-015-79,,,,,2
1407,367,48,3,MAESTRO EN EDUCACIÓN SUPERIOR,-,2023-09-13,8508-CU-2023,,,,,2
1408,371,1,2,LICENCIADO EN BIOLOGIA,-,1994-11-25,1720-94-R-UNA,,,,,2
1409,371,1,1,BACHILLER EN CIENCIAS BIOLOGICAS,-,1993-10-07,1287-93-R-UNA,,,,,2
1410,371,1,3,MAGISTER SCIENTIAE EN AGRICULTURA ANDINA,-,1999-11-12,1756-99-R-UNA,,,,,2
1411,371,1,4,"Doctoris Scientiae en Ciencia, Tecnología y Medio Ambiente",-,2022-01-13,0061-2022-R-UNA,,,,,2
1412,370,1,3,MAGISTER SCIENTIAE EN GESTION DE RECURSOS NATURALES Y MEDIO AMBIENTE,-,2010-12-03,2581-2010-R-UNA,,,,,2
1413,370,10,2,INGENIERO PESQUERO,-,1997-07-25,022-1997-EPIP,,,,,2
1414,370,10,1,BACHILLER EN INGENIERIA PESQUERA,-,1993-07-22,140-93-FCSBA,,,,,2
1415,370,19,4,DOCTOR EN INGENIERÍA AMBIENTAL,-,2024-04-10,0112-2024-UANCV-CU-R,,,,,2
1416,372,1,3,MAGISTER SCIENTIAE EN EDUCACION,CON MENCION EN DIDACTICA DE LA EDUCACION SUPERIOR,2010-07-30,1597-2010-R-UNA,,,,,2
1417,372,1,4,Doctor en Ciencias de la Salud,-,2020-01-29,0138-2020-R-UNA,,,,,2
1418,372,1,1,BACHILLER EN CIENCIAS BIOLOGICAS,-,1990-01-26,-,,,,,2
1419,375,1,1,BACHILLER EN CIENCIAS BIOLOGICAS,-,1996-11-29,1864-96-R-UNA,,,,,2
1420,375,1,1,BACHILLER EN CIENCIAS DE LA EDUCACION,-,2003-06-20,0996-2003-R-UNA,,,,,2
1421,375,1,2,LICENCIADA EN BIOLOGIA,-,1998-01-02,2042-97-R-UNA,,,,,2
1422,375,1,3,MAGISTER EN SALUD PUBLICA,-,2011-06-03,1069-2011-R-UNA,,,,,2
1423,375,1,5,SEGUNDA ESPECIALIZACION,GERENCIA Y GESTION DE SERVICIOS DE SALUD,2009-01-23,0108-2009-R-UNA,,,,,2
1424,375,10,5,SEGUNDA ESPECIALIDAD EN TOXICOLOGÍA Y CONTROL ALIMENTARIO,-,2019-08-16,O.G.Y.T. 015-2019,,,,,2
1425,369,1,1,BACHILLER EN CIENCIAS BIOLOGICAS,-,1990-07-20,-,,,,,2
1426,369,1,2,LICENCIADO EN BIOLOGIA,-,1992-01-17,52-92-R-UNA,,,,,2
1427,369,10,4,DOCTOR EN CIENCIAS Y TECNOLOGIAS MEDIO AMBIENTALES,-,2008-04-25,RCU 322-2008,,,,,2
1428,369,95,3,GRADO ACADÉMICO DE MAESTRÍA EN MANEJO DE VIDA SILVESTRE,-,1996-02-20,696-2000-ANR,,,,,2
1429,373,22,3,MAGISTER EN BIOQUIMICA,-,2005-02-22,06779-R-2004,,,,,2
1430,373,10,4,DOCTOR EN CIENCIAS: BIOMEDICAS,-,2017-02-08,G.Y.T. 003-2017,,,,,2
1431,373,1,1,BACHILLER EN CIENCIAS BIOLOGICAS,-,1984-03-23,-,,,,,2
1432,373,1,2,LICENCIADO EN BIOLOGIA,-,1984-10-26,1447-84-R-UNA,,,,,2
1433,374,1,4,"DOCTORIS SCIENTIAE EN: CIENCIA, TECNOLOGIA Y MEDIO AMBIENTE",-,2017-01-20,0107-2017-R-UNA,,,,,2
1434,374,1,2,LICENCIADO EN BIOLOGIA,-,2001-11-07,1682-2001-R-UNA,,,,,2
1435,374,10,3,MAESTRO EN CIENCIAS,ESPECIALIDAD BIOTECNOLOGIA VEGETAL,2014-01-31,RCU 069-2014,,,,,2
1436,374,30,1,Bachiller en Derecho,-,2023-02-15,009-2023-UPSC/CU/PUNO,,,,,2
1437,374,1,1,Bachiller en Ciencias Biológicas,-,1999-11-19,1811-99-R-UNA,,,,,2
1438,374,30,2,ABOGADO,-,2023-11-16,089-2023-UPSC/CU/PUNO,,,,,2
1439,374,1,1,BACHILLER EN CIENCIAS BIOLOGICAS,-,1999-11-19,1773-99-R-UNA,,,,,2
1440,377,1,2,LICENCIADO EN EDUCACION FISICA,-,1994-11-25,1720-94-R-UNA,,,,,2
1441,377,1,1,BACHILLER EN CIENCIAS DE LA EDUCACION,-,1994-02-15,463-94-R-UNA,,,,,2
1442,377,1,4,Doctoris Scientiae en: Educación,-,2018-01-09,0033-2018-R-UNA,,,,,2
1443,377,1,5,SEGUNDA ESPECIALIZACION EN: PSICOLOGIA EDUCATICA,-,2012-09-14,2024-2012-R-UNA,,,,,2
1444,377,1,5,Segunda Especialidad en Actividades Acuática y Entrenamiento en Natación,-,2020-07-21,0682-2020-R-UNA,,,,,2
1445,377,22,3,MAGISTER EN EDUCACION,-,2009-04-16,01188-R-2009,,,,,2
1446,376,96,3,MAESTRO EN CIENCIAS DE LA EDUCACION,INVESTIGACION Y DOCENCIA,2008-12-10,162-2008-CU,,,,,2
